ERA_CHAR_INFO_505072;Salianna is a powerful Toreador Matriarch of the Parisian Courts of Love and the architect of the alliance between the powerful Toreador of France and the Ventrue-ruled Grand Court of Paris. While instrumental in the exile of Alexander of Paris, Salianna was an ally of both Mithras of London and Hardestadt of the Court of the Black Cross. During the Dark Ages, she was the Cainite Queen of Paris - co-ruler of the city with Geoffrey du Temple.;;;;;;;;;;;;;x
ERA_CHAR_NAME_505072;Salianna;;;;;;;;;;;;;x
ERA_CHAR_NAME_505075;Baba Yaga;;;;;;;;;;;;;x
ERA_CHAR_NAME_505018;Augustus Giovanni;;;;;;;;;;;;;x
ERA_CHAR_NAME_505073;Esclarmonde La Noire;;;;;;;;;;;;;x
ERA_CHAR_NAME_505071;Mithras;;;;;;;;;;;;;x
ERA_CHAR_NAME_505050;Hardestadt;;;;;;;;;;;;;x
ERA_CHAR_NAME_505070;Montano;;;;;;;;;;;;;x
ERA_CHAR_NAME_505052;Bulscu Arpad;;;;;;;;;;;;;x
ERA_CHAR_NAME_505084;Etrius;;;;;;;;;;;;;x
ERA_CHAR_NAME_505053;Vladimir Rustovich;;;;;;;;;;;;;x
ERA_CHAR_NAME_505085;Guillaume;;;;;;;;;;;;;x
ERA_CHAR_NAME_505086;Jurgen von Verden;;;;;;;;;;;;;x
ERA_CHAR_NAME_505087;Lotharius;;;;;;;;;;;;;x
ERA_CHAR_NAME_505088;Werter;;;;;;;;;;;;;x
ERA_CHAR_NAME_505089;Josef Zvi;;;;;;;;;;;;;x
ERA_CHAR_NAME_505090;Midian;;;;;;;;;;;;;x
ERA_CHAR_NAME_505091;Bela Rusenko;;;;;;;;;;;;;x
ERA_CHAR_NAME_505092;Etienne;;;;;;;;;;;;;x
ERA_CHAR_NAME_505093;Sha'hiri;;;;;;;;;;;;;x
ERA_CHAR_NAME_505094;Nakhthorheb;;;;;;;;;;;;;x
ERA_CHAR_NAME_505095;Tanith;;;;;;;;;;;;;x
BM_WAR_OF_PRINCES;War of Princes;;;;;;;;;;;;;x
BM_WAR_OF_PRINCES_INFO;The War of Princes is the period of conflict in Cainite history that began shortly after the fall of Constantinople to the Fourth Crusade in 1204. The term refers to the conflicts over territory that the various princes of Europe fought after the end of the Long Night. The War of Princes began shortly before the Inquisition was formed. Although the Inquisitors were initially used as tools by the elders, they soon became a greater threat to the Cainites than the Cainites were to one another. Although it is not clear exactly when the War of Princes ended, it would have likely been forced to a conclusion with the advent of the Anarch Revolt, if not sooner.;;;;;;;;;;;;;x
