W_L_505072;http://whitewolf.wikia.com/wiki/Salianna ;;;;;;;;;;;;x
W_L_505073;http://whitewolf.wikia.com/wiki/Esclarmonde_la_Noire ;;;;;;;;;;;;x
W_L_505075;http://whitewolf.wikia.com/wiki/Baba_Yaga ;;;;;;;;;;;;x
W_L_505018;http://whitewolf.wikia.com/wiki/Augustus_Giovanni ;;;;;;;;;;;;x
W_L_505071;http://whitewolf.wikia.com/wiki/Mithras ;;;;;;;;;;;;x
W_L_505050;http://whitewolf.wikia.com/wiki/Hardestadt_the_Elder ;;;;;;;;;;;;x
W_L_505070;http://whitewolf.wikia.com/wiki/Montano ;;;;;;;;;;;;x
W_L_505052;http://whitewolf.wikia.com/wiki/Bulscu ;;;;;;;;;;;;x
W_L_505084;http://whitewolf.wikia.com/wiki/Etrius ;;;;;;;;;;;;x
W_L_505053;http://whitewolf.wikia.com/wiki/Vladimir_Rustovich ;;;;;;;;;;;;x
W_L_505085; http://whitewolf.wikia.com/wiki/Guillaume;;;;;;;;;;;;x
W_L_505086; http://whitewolf.wikia.com/wiki/J%C3%BCrgen ;;;;;;;;;;;;x
W_L_505087;http://whitewolf.wikia.com/wiki/Lotharius ;;;;;;;;;;;;x
W_L_505088;http://whitewolf.wikia.com/wiki/Einherjar ;;;;;;;;;;;;x
W_L_505089;http://whitewolf.wikia.com/wiki/Josef_Zvi ;;;;;;;;;;;;x
W_L_505090;http://whitewolf.wikia.com/wiki/List_of_Princes_(VTM) ;;;;;;;;;;;;x
W_L_505091;http://whitewolf.wikia.com/wiki/Bela_Rusenko ;;;;;;;;;;;;x
W_L_505092;http://whitewolf.wikia.com/wiki/Etienne_de_Fauberg%C3%A9 ;;;;;;;;;;;;x
W_L_505093;http://whitewolf.wikia.com/wiki/Sha%27hiri ;;;;;;;;;;;;x
W_L_505094;http://whitewolf.wikia.com/wiki/Nakhthorheb ;;;;;;;;;;;;x
W_L_505095;http://whitewolf.wikia.com/wiki/Tanit ;;;;;;;;;;;;x
W_L_505096;http://whitewolf.wikia.com/wiki/Julia_Antasia ;;;;;;;;;;;;x
