DARK_AGES;Lancea et Sanctum;;;;;;;;;;;;x
DARK_AGES_INFO;The Sennex of the Camarilla faces a new threat to its centuries or rule.  A growing cult of vampires claim to follow the teachings of Longinus--a dark reflection of the Christian church.  Meanwhile, werewolves and the barbarian kinfolk continue to encroach on the Empire.  Will you save the Camarilla, or destroy it? Based on the new World of Darkness, Requiem for Rome, Fall of the Camarilla, Vampire: the Requiem and Werewolf: the Forsaken.;;;;;;;;;;;;x
VIKING_ERA;Heiligen Nacth Reich;;;;;;;;;;;;x
VIKING_ERA_INFO;The age of sprawling vampiric empires.  With the destruction of the Black Abbey, the Lancea et Sanctum ceases to be a moderating influence among the Kindred.  The Invictus rise to challenge the Adamantes Athanatoi for control of Europe and Anatolia. Will the Camarilla be restored? Based on the new World of Darkness, Vampire: the Requiem and Werewolf:the Forsaken.;;;;;;;;;;;;x
EARLY_MED;War of Princes;;;;;;;;;;;;x
EARLY_MED_INFO;The Ventrue elders hold huge domains like the Baraonies of Avalon and the Fiefs of the Black Cross.  The upstart Tremere fight the Omen War with the clans Gangrel, Nosferatu and the terrifying Tzimisce Voivodate.  Based on the classic World of Darkness, Dark Ages: Vampire and Vampire: the Masquerade In particular, see Dark Ages: Europe;;;;;;;;;;;;x
HIGH_MED;Final Council of the Invictus;;;;;;;;;;;;x
HIGH_MED_INFO;After only a hundred years, the Heiligen Nacth Reich dissolves.  The pretext was a dispute between Invictus guilds of Florence and Pisa, but in truth the Kindred princes throughout the empire demanded independence to pursue their private wars against each other.  The Nacht Kaiser abdicated. The Final Council’s decisions were simple. The Council accepted the abdication of the Nacht Kaiser and dissolved the title. All Electors renounced those titles and renounced any idea of a central government for the Invictus. Instead, the Electors would return to running city fiefs as individual realms, so that a Guild recognized in one city had no claim vis-à-vis a Guild recognized in another.  This a shattered world, with every county starting independent. Based on the new World of Darkness, Vampire: the Requiem and Werewolf:the Forsaken.;;;;;;;;;;;;;
LATE_MED;Convention of Thorns;;;;;;;;;;;;x
LATE_MED_INFO;Several Antediluvians have met the final death: Saulot, Lasombra, Tzimisce and Cappadocius. The Toreador Rafeal de Corazon makes his famous speech which leads to the Camarilla and the Masquerade. The Camarilla declare a bloodhunt against the clan Assamite.  The Montmartre Pact creates peace for the Tremere with the Gangrel and Nosferatu--in exchange for destruction of the gargoyle creation rite and release of all gargoyles. The 'End' of the first Anarch Revolt happens with the signing of the Convention of Thorns. Malkavian Methesulahs hold The Great Prank which allows their clan to join the Camarilla. Many remaining anarchs refuse to agree to the Convention of Thorns and instead form The Sabbat. The Treaty of Tyre ends of the Camarilla bloodhunt against the Assamites. Based on the classic World of Darkness and Vampire: the Masquerade.;;;;;;;;;;;;;x
ERA_CHAR_INFO_3500;Tertia Julia Comitor, Julii, Roman, Propinqui, most influential kindred of the Sennex and holder of the Baths of Caracalla;;;;;;;;;;;;x
ERA_CHAR_INFO_3507;Akatash Anvari, Daeva, Emperess of the Ahrimanites, voices of the Aka Manah, Persian;;;;;;;;;;;;x
ERA_CHAR_INFO_3502;Marcellarius Corbulo, "the fat", Julii, Roman, Propinqui, Sennex, holder of the Circus Maximus.;;;;;;;;;;;;x
ERA_CHAR_INFO_3503;Flavonius Calvus, Julii, Roman, Propinqui, Sennex;;;;;;;;;;;;x
ERA_CHAR_INFO_3505;Marcus Iulius Niger, Julii, Roman, Propinqui, Sennex, holder of the Aula Niger;;;;;;;;;;;;x
ERA_CHAR_INFO_3506;Cassius Julius Vitericus, Julii, Roman, Propinqui, Sennex;;;;;;;;;;;;x
ERA_CHAR_INFO_3050;Hardestadt, Invictus Emperor, German, Ventrue;;;;;;;;;;;;x
ERA_CHAR_INFO_3051;Michael, Emperor of the Adamantes Athanatoi, Greek, Daeva;;;;;;;;;;;;x
ERA_CHAR_INFO_3052;Bulscu Arpad, King of Hungarytrfg, Hungarian, Ventrue, Invictus;;;;;;;;;;;;x
ERA_CHAR_INFO_3053;Vladimir Rustovitch, Voivode of Voivodes, Vlach, Ventrue, Circle of the Crone;;;;;;;;;;;;x	
ERA_CHAR_INFO_3070;Lord Montano, Emperor of the Sea of Shadows, Italian, Ventrue, Nameless;;;;;;;;;;;;x
ERA_CHAR_INFO_3071;Lord Mithras, Baronies of Avalon, Saxon, Ventrue, Circle of the Crone;;;;;;;;;;;;x
ERA_CHAR_INFO_5050;Hardestadt, Fiefs of the Black Cross, German, Ventrue;;;;;;;;;;;;x
ERA_CHAR_INFO_5052;Bulscu Arpad, King of Hungary, Hungarian, Ventrue;;;;;;;;;;;;x
ERA_CHAR_INFO_5053;Vladimir Rustovitch, Voivode of Voivodes, Vlach, Tzimisce;;;;;;;;;;;;x
ERA_CHAR_INFO_5071;Lord Mithras, Baronies of Avalon, Roman, Ventrue;;;;;;;;;;;;x
ERA_CHAR_INFO_5072;Queen Salianna, Courts of Love, Frankish, Toreador;;;;;;;;;;;;x
ERA_CHAR_INFO_5055;Odin, All-High of Midgard, Norse, Gangrel;;;;;;;;;;;;x
ERA_CHAR_INFO_3015;Ottobuono Cassian, Ventrue, Italian, Invictus;;;;;;;;;;;;x
ERA_CHAR_INFO_3016;Beatrice Lasombra, Ventrue, Italian, Invictus;;;;;;;;;;;;x
ERA_CHAR_INFO_3032;Flora Septemi, Daeva, Italian, Lancea Sanctum;;;;;;;;;;;;x
ERA_CHAR_INFO_3033;Marino Baddacelli, Nosferatu, Italian, Lancea Sanctum;;;;;;;;;;;;x
ERA_CHAR_INFO_3034;Renata Angustri, Italian, Revenant, Pagan;;;;;;;;;;;;x
ERA_CHAR_INFO_3035;Carlo Moroi, Gangrel, Italian, Invictus;;;;;;;;;;;;x
ERA_CHAR_INFO_5100;Adana de Sforza, Brujah, Camarilla Inner Circle, Italian;;;;;;;;;;;;x
