autobuild_finishbuilding.166.desc;Construction of our alacir_eminence_1 has been completed in [From.Location.GetName].;La construction de alacir_eminence_1 a t complte dans [From.Location.GetName].;Der Aufbau unserer alacir_eminence_1 wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro alacir_eminence_1 se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.167.desc;Construction of our batin_eminence_1 has been completed in [From.Location.GetName].;La construction de batin_eminence_1 a t complte dans [From.Location.GetName].;Der Aufbau unserer batin_eminence_1 wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro batin_eminence_1 se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.168.desc;Construction of our Bribed Drover has been completed in [From.Location.GetName].;La construction de Bribed Drover a t complte dans [From.Location.GetName].;Der Aufbau unserer Bribed Drover wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Bribed Drover se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.169.desc;Construction of our Influenced Meat Cutter has been completed in [From.Location.GetName].;La construction de Influenced Meat Cutter a t complte dans [From.Location.GetName].;Der Aufbau unserer Influenced Meat Cutter wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Influenced Meat Cutter se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.170.desc;Construction of our Ghouled Butcher has been completed in [From.Location.GetName].;La construction de Ghouled Butcher a t complte dans [From.Location.GetName].;Der Aufbau unserer Ghouled Butcher wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Ghouled Butcher se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.171.desc;Construction of our Controlled Abbatoir Ward has been completed in [From.Location.GetName].;La construction de Controlled Abbatoir Ward a t complte dans [From.Location.GetName].;Der Aufbau unserer Controlled Abbatoir Ward wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Controlled Abbatoir Ward se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.172.desc;Construction of our Conditioned Butcher's Guild has been completed in [From.Location.GetName].;La construction de Conditioned Butcher's Guild a t complte dans [From.Location.GetName].;Der Aufbau unserer Conditioned Butcher's Guild wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Conditioned Butcher's Guild se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.173.desc;Construction of our Bribed Inmate has been completed in [From.Location.GetName].;La construction de Bribed Inmate a t complte dans [From.Location.GetName].;Der Aufbau unserer Bribed Inmate wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Bribed Inmate se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.174.desc;Construction of our Influenced Orderly has been completed in [From.Location.GetName].;La construction de Influenced Orderly a t complte dans [From.Location.GetName].;Der Aufbau unserer Influenced Orderly wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Influenced Orderly se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.175.desc;Construction of our Ghouled Superintendent has been completed in [From.Location.GetName].;La construction de Ghouled Superintendent a t complte dans [From.Location.GetName].;Der Aufbau unserer Ghouled Superintendent wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Ghouled Superintendent se ha completado en [From.Location.GetName].;;;;;;;;;x
