autobuild_startbuilding.464.desc;Construction of Anda Recognized Court has been ordered in [This.Location.GetName].;La construction de Anda Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Anda Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Anda Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
autobuild_startbuilding.465.desc;Construction of Ashirra Recognized Court has been ordered in [This.Location.GetName].;La construction de Ashirra Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Ashirra Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Ashirra Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
autobuild_startbuilding.466.desc;Construction of Assamite Recognized Court has been ordered in [This.Location.GetName].;La construction de Assamite Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Assamite Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Assamite Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
autobuild_startbuilding.467.desc;Construction of Baali Recognized Court has been ordered in [This.Location.GetName].;La construction de Baali Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Baali Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Baali Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
autobuild_startbuilding.468.desc;Construction of Brujah Recognized Court has been ordered in [This.Location.GetName].;La construction de Brujah Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Brujah Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Brujah Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
autobuild_startbuilding.469.desc;Construction of Cainite Recognized Court has been ordered in [This.Location.GetName].;La construction de Cainite Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Cainite Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Cainite Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
autobuild_startbuilding.470.desc;Construction of Caitiff Recognized Court has been ordered in [This.Location.GetName].;La construction de Caitiff Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Caitiff Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Caitiff Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
autobuild_startbuilding.471.desc;Construction of Cappadocian Recognized Court has been ordered in [This.Location.GetName].;La construction de Cappadocian Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Cappadocian Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Cappadocian Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
autobuild_startbuilding.472.desc;Construction of Einherjar Recognized Court has been ordered in [This.Location.GetName].;La construction de Einherjar Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Einherjar Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Einherjar Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
autobuild_startbuilding.473.desc;Construction of Followerofset Recognized Court has been ordered in [This.Location.GetName].;La construction de Followerofset Recognized Court a t commande dans [This.Location.GetName].;Aufbau von Followerofset Recognized Court wurde in [This.Location.GetName] geordnet.;;La construccin de Followerofset Recognized Court ha sido ordenada en [This.Location.GetName].;;;;;;;;;x
