autobuild_finishbuilding.1082.desc;Construction of our Small Mercenary Garrison has been completed in [From.Location.GetName].;La construction de Petite garnison mercenaire a t complte dans [From.Location.GetName].;Der Aufbau unserer Kleine Sldnergarnison wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Guarnicin mercenaria pequea  se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1083.desc;Construction of our Medium Mercenary Garrison has been completed in [From.Location.GetName].;La construction de Garnison mercenaire moyenne a t complte dans [From.Location.GetName].;Der Aufbau unserer Mittlere Sldnergarnison wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Guarnicin mercenaria mediana se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1084.desc;Construction of our Large Mercenary Garrison has been completed in [From.Location.GetName].;La construction de Grande garnison mercenaire a t complte dans [From.Location.GetName].;Der Aufbau unserer Groe Sldnergarnison wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Guarnicin mercenaria grande se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1085.desc;Construction of our Small Radhanite Compound has been completed in [From.Location.GetName].;La construction de Petit quartier radhanite a t complte dans [From.Location.GetName].;Der Aufbau unserer Kleiner Rhadaniten-Posten wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Pequeo recinto radanita se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1086.desc;Construction of our Radhanite Compound has been completed in [From.Location.GetName].;La construction de Quartier radhanite a t complte dans [From.Location.GetName].;Der Aufbau unserer Rhadaniten-Posten wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Recinto radanita se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1087.desc;Construction of our Large Radhanite Compound has been completed in [From.Location.GetName].;La construction de Grand quartier radhanite a t complte dans [From.Location.GetName].;Der Aufbau unserer Groer Rhadaniten-Posten wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Gran recinto radanita se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1088.desc;Construction of our Merchant Enclave has been completed in [From.Location.GetName].;La construction de Enclave marchande a t complte dans [From.Location.GetName].;Der Aufbau unserer Handelsenklave wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Enclave Mercante se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1089.desc;Construction of our Merchant Enclave has been completed in [From.Location.GetName].;La construction de Enclave marchande a t complte dans [From.Location.GetName].;Der Aufbau unserer Handelsenklave wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Enclave Mercante se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1090.desc;Construction of our Merchant Enclave has been completed in [From.Location.GetName].;La construction de Enclave marchande a t complte dans [From.Location.GetName].;Der Aufbau unserer Handelsenklave wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Enclave Mercante se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1091.desc;Construction of our Garrison has been completed in [From.Location.GetName].;La construction de Garnison a t complte dans [From.Location.GetName].;Der Aufbau unserer Garnison wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Guarnicin se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1092.desc;Construction of our Garrison has been completed in [From.Location.GetName].;La construction de Garnison a t complte dans [From.Location.GetName].;Der Aufbau unserer Garnison wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Guarnicin se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1093.desc;Construction of our Garrison has been completed in [From.Location.GetName].;La construction de Garnison a t complte dans [From.Location.GetName].;Der Aufbau unserer Garnison wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Guarnicin se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1094.desc;Construction of our Merchant Port has been completed in [From.Location.GetName].;La construction de Port marchand a t complte dans [From.Location.GetName].;Der Aufbau unserer Handelshafen wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Puerto Mercante se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1095.desc;Construction of our Merchant Port has been completed in [From.Location.GetName].;La construction de Port marchand a t complte dans [From.Location.GetName].;Der Aufbau unserer Handelshafen wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Puerto Mercante se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1096.desc;Construction of our Merchant Port has been completed in [From.Location.GetName].;La construction de Port marchand a t complte dans [From.Location.GetName].;Der Aufbau unserer Handelshafen wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Puerto Mercante se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1097.desc;Construction of our Silk Road Trade Post has been completed in [From.Location.GetName].;La construction de Comptoir - Route de la soie a t complte dans [From.Location.GetName].;Der Aufbau unserer Handelsposten (Seidenstrae) wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Puesto comercial de la Ruta de la seda se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1098.desc;Construction of our Silk Road Market has been completed in [From.Location.GetName].;La construction de March de la Route de la soie a t complte dans [From.Location.GetName].;Der Aufbau unserer Markt (Seidenstrae) wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Mercado de la Ruta de la seda  se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1099.desc;Construction of our Major Silk Road City has been completed in [From.Location.GetName].;La construction de Cit de la Route de la soie a t complte dans [From.Location.GetName].;Der Aufbau unserer Haupthandelszentrum (Seidenstrae) wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Ciudad principal de la Ruta de la seda se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1100.desc;Construction of our Rudimentary Trade Offices has been completed in [From.Location.GetName].;La construction de Petits locaux commerciaux a t complte dans [From.Location.GetName].;Der Aufbau unserer Rudimentre Handelsbros wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Oficinas de comercio rudimentarias se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1101.desc;Construction of our Trade Offices has been completed in [From.Location.GetName].;La construction de Locaux commerciaux a t complte dans [From.Location.GetName].;Der Aufbau unserer Handelsbros wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Oficinas de comercio se ha completado en [From.Location.GetName].;;;;;;;;;x
autobuild_finishbuilding.1102.desc;Construction of our Grand Trade Offices has been completed in [From.Location.GetName].;La construction de Grands locaux commerciaux a t complte dans [From.Location.GetName].;Der Aufbau unserer Grohandelsbros wurde in [From.Location.GetName] abgeschlossen.;;La construccin de nuestro Grandes oficinas de comercio se ha completado en [From.Location.GetName].;;;;;;;;;x
