vampire_group;Kindred;;;;;;;;;;;;;x;
talmahera_group;Tal'Mahe'Ra;;;;;;;;;;;;;;
talmahera;Tal'Mahe'Ra;;;;;;;;;;;;;;
GOD_LILITH;Lilith;;;;;;;;;;;;;;
talmahera_DESC;The Tal'Mahe'Ra, also known as the True Black Hand or Manus Nigrum, is an ancient death-cult devoted to the worship of a cabal of beings known as the Aralu, whom it believe to be Antediluvians, that slept in the ghost-city of Enoch deep within the lands of the dead. ;;;;;;;;;;;;;;
CULTIST;Cultist;;;;;;;;;;;;;;
secretly_talmahera;Secretly Tal'Mahe'Ra;;;;;;;;;;;;;;
secretly_talmahera_DESC;This vampire is loyal to the Tal'Mahe'Ra in secret.;;;;;;;;;;;;;;
secret_talmahera_community;Secret Tal'Mahe'Ra Community;;;;;;;;;;;;;;
secret_talmahera_community_desc;In secret, Tal'Mahe'Ra loyalists have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;;;;;;;;;;;;;;
secret_religious_society_talmahera;Tal'Mahe'Ra Moles;;;;;;;;;;;;;;
secret_religious_society_talmahera_DESC;A covert covenant preparing the coming of the Tal'Mahe'Ra to the region.;;;;;;;;;;;;;;
talmahera_group_DESC;The Tal'Mahe'Ra, also known as the True Black Hand or Manus Nigrum, is an ancient death-cult devoted to the worship of a cabal of beings known as the Aralu, whom it believe to be Antediluvians, that slept in the ghost-city of Enoch deep within the lands of the dead. ;;;;;;;;;;;;;;x
secret_religious_society_talmahera_currency;Influence;;;;;;;;;;;;;;
bloodlines_group;Bloodlines Covenant;;;;;;;;;;;;;;
bloodlines_group_DESC;This new faction does not comprise every member of each bloodline, but takes representatives from each freakish line of outcasts. As they open their eyes to the possibilities before them, the bloodlines seize power long denied.;;;;;;;;;;;;;;
ARTIST;Artist;;;;;;;;;;;;;;
bloodlines_covenant;Bloodlines Covenant;;;;;;;;;;;;;;
bloodlines_covenant_DESC;This new faction does not comprise every member of each bloodline, but takes representatives from each freakish line of outcasts. As they open their eyes to the possibilities before them, the bloodlines seize power long denied.;;;;;;;;;;;;;;
church_of_caine;Church of Caine;;;;;;;;;;;;;;
church_of_caine_DESC;Placing greater emphasis on religion, this anarchist mindset is more geared towards experimental forms of governement than pure anarchy.;;;;;;;;;;;;;;x
BONISANGUS;Bonisangus;;;;;;;;;;;;;;x
MAGI;Magus;;;;;;;;;;;;;;x
code_of_carna;Code of Carna;;;;;;;;;;;;;;
code_of_goratrix;Code of Goratrix;;;;;;;;;;;;;;
code_of_carna_DESC;This branch of the Tremere highly value personal freedom, putting it at odds with the traditional view of the clan.;;;;;;;;;;;;;;x
code_of_goratrix_DESC;A highly effective personality cult, this branch of the Tremere value even more loyalty and duty than the rest of the clan.;;;;;;;;;;;;;;x
daughters_of_cacophony;Daughter of Cacophony;;;;;;;;;;;;;;x
daughters_of_cacophony_desc;Apparently an offshot of the Toreador clan, the Daughters are the finest cainite artists. They have recently began to accept male members in the bloodline.;;;;;;;;;;;;;;x
nagaraja;Nagaraja;;;;;;;;;;;;;;x
nagaraja_desc;The indian mages of the Tal'mahe'Ra, turned vampires to serve their masters.;;;;;;;;;;;;;;x
kyasid;Kyasid;;;;;;;;;;;;;;x
kyasid_desc;Created by Marconius, this offshot of the Lasombra clan has fae attributes.;;;;;;;;;;;;;;x
maeghar;Maeghar;;;;;;;;;;;;;;x
maeghar_desc;One of the rare surviving fae embraced by a vampire.;;;;;;;;;;;;;;
true_brujah;True Brujah;;;;;;;;;;;;;;
true_brujah_desc;Inheritor of the Brujah lineage, at odds with the usurpers of Troile ancestry.;;;;;;;;;;;;;;
samedi;Samedi;;;;;;;;;;;;;;
samedi_desc;A member of the mysterious lineage of Baron Samedi.;;;;;;;;;;;;;;
harbingers_of_skulls;Harbinger of Skulls;;;;;;;;;;;;;;
harbingers_of_skulls_desc;A vengeful cappadocian, fuming over centuries of banishment in the shadowlands.;;;;;;;;;;;;;;
red_lister;Red Lister;;;;;;;;;;;;;;
red_lister_desc;One of the 13 most wanted cainites by the Camarilla. Very adept at surviving impossible odds.;;;;;;;;;;;;;;
thin_blooded;Thin-blooded;;;;;;;;;;;;;;
thin_blooded_desc;An hybrid between cainite and mortal, the blood didn't really take in this vampire. Seen as an harbinger of doom by most cainites.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
