brute; Brute;;;;;;;;;;;;;x
brute_desc; This ghoul was changed from an average mortal into a castle wall of flesh and bone.;;;;;;;;;;;;;x
reaver; Reaver;;;;;;;;;;;;;x
reaver_desc; Bloodthirsty and ferocious, this ghoul's only purpose is to rip apart its master's foes.;;;;;;;;;;;;;x
player_fleshcraft_ghoul_decision; Fleshcraft Ghoul;;;;;;;;;;;;;x
player_fleshcraft_ghoul_decision_desc; Through the use of Vicissitude, use your fleshcrafting abilities to change a ghoul into a weapon of war, or prime breeding stock for your revenants.;;;;;;;;;;;;;x
POD_fleshcraft_ghoul.1; A Man Chooses;;;;;;;;;;;;;x
EVTDESC_POD_FLESHCRAFT_GHOUL_1; You have decided to acquire a mortal and offer them your vitae. With the end goal of changing them through Vicissitude towards your own ends.;;;;;;;;;;;;;x
EVTOPTA_EVTDESC_POD_FLESHCRAFT_GHOUL_1; I require a proper defender of my forces;;;;;;;;;;;;;x
EVTOPTB_EVTDESC_POD_FLESHCRAFT_GHOUL_1; Let it be my wrath, in flesh and bone;;;;;;;;;;;;;x
EVTOPTC_EVTDESC_POD_FLESHCRAFT_GHOUL_1; A prime specimen is needed for my revenant families;;;;;;;;;;;;;x
EVTOPTD_EVTDESC_POD_FLESHCRAFT_GHOUL_1; Nevermind;;;;;;;;;;;;;x
POD_fleshcraft_ghoul.2; A Slave Obeys;;;;;;;;;;;;;x
EVTDESC_POD_FLESHCRAFT_GHOUL_2; With Vicissitude an experienced crafter can sculpt the flesh and bone of a subject, making them a creature of alien beauty or gnarling them into a deformed monstrosity.;;;;;;;;;;;;;x
EVTOPTA_EVTDESC_POD_FLESHCRAFT_GHOUL_2; Arise ghoul, there is work to be done;;;;;;;;;;;;;x
